"gene_name","trt1","trt2","untrt1","untrt2"
"AC006483.1",0,0,0,0
"AC006483.5",76,46,70,92
"AC006486.1",10,1,4,12
"AC006486.9",0,0,0,0
"AC006487.1",0,0,0,0
"AC006499.1",0,0,0,0
"AC006499.2",0,0,0,0
"AC006499.3",0,0,0,0
"AC006499.4",0,0,0,0
"AC006499.5",0,0,0,0
"AC006499.6",0,0,0,0
"AC006499.7",0,0,0,0
"AC006499.8",0,0,0,0
"AC006499.9",0,0,0,0
"AC006509.4",0,0,0,0
"AC006509.7",8,5,10,7
"AC006534.1",0,0,0,0
"AC006534.2",0,0,0,0
"AC006538.1",36,7,33,48
"AC006538.4",0,0,0,0
"AC006539.1",0,1,1,1
"AC006539.2",0,0,0,0
"AC006539.3",0,0,2,2
"AC006539.4",0,0,0,0
"AC006547.13",71,68,69,73
"AC006547.14",7,7,13,15
"AC006547.15",0,0,0,0
"AC006547.8",0,0,0,0
"AC006548.19",0,0,0,0
"AC006548.26",0,0,0,0
"AC006552.1",0,0,0,0
"AC006557.1",0,0,0,1
"AC006926.1",0,0,0,0
"AC006942.4",2,0,1,4
"AC006946.12",1,1,5,0
"AC006946.15",0,0,0,0
"AC006946.16",3,2,4,13
"AC006946.17",0,0,0,0
"AC006947.1",1,0,0,0
"AC006953.1",0,0,0,0
"AC006960.5",0,0,0,0
"AC006960.7",0,0,0,0
"AC006967.1",0,0,0,0
"AC006978.6",35,48,36,92
"AC006987.4",0,0,0,0
"AC006987.5",0,0,0,0
"AC006987.6",0,0,0,0
"AC006987.7",0,0,0,0
"AC006988.1",0,0,0,0
"AC006989.2",0,0,0,0
"AC006994.1",1,0,1,0
"AC006994.2",0,1,1,0
"AC006994.3",0,0,0,0
"AC006995.8",0,0,0,0
"AC007000.10",0,1,2,0
"AC007000.11",0,0,2,1
"AC007000.12",0,0,2,0
"AC007003.1",0,0,0,0
"AC007009.1",0,0,0,0
"AC007009.2",0,0,0,0
"AC007016.3",0,0,0,0
"AC007025.1",0,0,0,0
"AC007036.4",0,0,1,0
"AC007036.5",0,0,0,0
"AC007036.6",0,0,0,2
"AC007038.7",16,9,11,14
"AC007040.1",0,0,0,0
"AC007040.11",0,1,4,2
"AC007040.2",0,0,0,0
"AC007040.3",0,0,0,0
"AC007040.4",0,0,0,0
"AC007040.5",0,0,0,0
"AC007040.6",2,0,2,0
"AC007040.7",0,1,0,0
"AC007040.8",0,0,0,0
"AC007040.9",0,0,0,0
"AC007041.1",0,0,0,0
"AC007041.2",508,357,457,521
"AC007050.1",0,0,0,0
"AC007050.17",0,0,0,1
"AC007050.18",0,0,0,0
"AC007056.1",0,0,0,0
"AC007064.22",0,0,0,0
"AC007064.24",0,0,0,0
"AC007064.25",0,0,0,0
"AC007078.4",1,0,0,0
"AC007091.1",1,0,0,0
"AC007096.1",0,0,0,0
"AC007098.1",0,0,0,0
"AC007099.1",0,0,0,0
"AC007099.2",0,0,0,0
"AC007106.1",0,0,0,0
"AC007114.1",0,0,0,0
"AC007115.3",1,1,1,0
"AC007126.1",0,0,0,0
"AC007128.1",0,0,0,0
"AC007131.1",0,0,0,0
"AC007131.2",0,0,0,0
"AC007131.3",0,0,0,0
"AC007136.1",0,0,0,0
"AC007161.5",0,1,0,0
"AC007163.10",0,0,0,0
"AC007163.11",0,0,0,0
"AC007163.3",1,0,0,1
"AC007163.6",2,0,5,1
"AC007163.8",1,1,0,0
"AC007163.9",0,0,0,0
"AC007179.1",0,0,0,0
"AC007179.2",0,0,0,0
"AC007182.6",0,0,0,0
"AC007192.6",0,0,0,0
"AC007193.10",6,10,0,2
"AC007193.6",0,0,0,0
"AC007193.8",0,0,0,0
"AC007193.9",0,0,0,0
"AC007204.1",0,0,0,1
"AC007204.2",3,0,1,0
"AC007216.1",0,0,0,0
"AC007216.2",0,0,0,0
"AC007228.11",12,22,27,35
"AC007228.5",0,0,0,0
"AC007228.8",0,0,0,0
"AC007228.9",13,10,9,11
"AC007229.3",171,123,142,131
"AC007237.2",69,37,92,121
"AC007238.1",1963,1418,1907,2180
"AC007241.1",0,0,0,0
"AC007242.1",0,0,0,0
"AC007246.3",296,387,252,452
"AC007248.6",0,0,0,0
"AC007248.7",0,0,0,0
"AC007249.3",4,3,1,10
"AC007250.4",0,0,0,0
"AC007251.2",0,0,0,0
"AC007253.1",0,0,0,0
"AC007255.8",0,0,0,4
"AC007256.5",278,226,349,474
"AC007271.3",2,1,0,2
"AC007272.1",0,0,0,0
"AC007272.3",0,0,0,0
"AC007274.2",0,0,0,0
"AC007274.5",0,0,0,0
"AC007277.3",2,1,1,3
"AC007278.2",1,0,0,0
"AC007278.3",0,0,0,0
"AC007279.2",0,0,1,1
"AC007282.6",0,0,0,0
"AC007283.4",3,5,1,0
"AC007283.5",0,0,0,0
"AC007285.6",4,5,0,5
"AC007285.7",0,0,1,4
"AC007292.1",0,1,1,0
"AC007292.3",6,1,2,3
"AC007292.4",0,0,0,0
"AC007292.6",1,3,2,4
"AC007292.7",0,0,0,3
"AC007308.6",5,4,5,0
"AC007308.7",0,0,0,0
"AC007312.3",46,33,74,56
"AC007316.3",0,0,0,0
"AC007317.1",0,0,0,0
"AC007318.5",3441,2473,2836,2921
"AC007319.1",1,1,9,7
"AC007322.1",0,0,0,0
"AC007322.3",0,0,0,0
"AC007322.5",0,0,0,0
"AC007322.7",0,0,0,0
"AC007326.9",0,0,0,0
"AC007327.5",0,0,0,0
"AC007327.6",0,0,0,0
"AC007333.1",0,0,0,0
"AC007339.1",0,0,0,0
"AC007347.1",0,0,0,0
"AC007349.4",0,0,0,0
"AC007349.5",0,0,0,0
"AC007349.7",0,0,0,0
"AC007353.1",0,0,0,0
"AC007358.1",0,0,0,0
"AC007359.6",0,0,0,0
"AC007362.1",262,341,223,154
"AC007362.3",1,0,3,4
"AC007364.1",0,0,0,1
"AC007365.1",0,0,0,0
"AC007365.2",0,0,0,0
"AC007365.3",2,2,2,5
"AC007365.4",0,0,0,0
"AC007375.1",0,0,0,0
"AC007377.1",0,0,0,0
"AC007381.2",0,0,0,0
"AC007381.3",0,0,0,0
"AC007382.1",4,5,10,8
"AC007383.3",49,33,32,41
"AC007383.4",0,0,0,0
"AC007383.6",202,159,207,255
"AC007386.2",0,0,0,0
"AC007386.3",0,0,0,2
"AC007386.4",0,0,0,0
"AC007387.2",0,0,0,0
"AC007389.1",20,22,27,28
"AC007389.2",0,0,0,0
"AC007389.3",0,0,0,0
"AC007389.4",0,0,0,0
"AC007390.4",0,0,0,0
"AC007391.2",0,1,0,1
"AC007392.3",12,8,11,23
"AC007392.4",1,1,10,4
"AC007394.3",0,0,0,0
"AC007395.3",0,0,0,0
"AC007395.4",59,53,86,122
"AC007401.1",0,0,0,0
"AC007401.2",1,3,3,3
"AC007402.1",0,0,0,0
"AC007403.1",0,0,0,0
"AC007403.2",0,1,0,0
"AC007403.3",0,0,0,0
"AC007405.4",7,2,17,10
"AC007405.6",41,17,63,50
"AC007405.8",0,0,0,0
"AC007421.1",0,0,0,2
"AC007422.1",0,0,0,1
"AC007435.1",0,0,0,0
"AC007436.1",0,0,0,0
"AC007450.1",0,0,0,0
"AC007461.1",1,2,4,4
"AC007461.2",0,0,0,0
"AC007463.2",0,0,0,0
"AC007486.1",0,0,0,0
"AC007528.1",0,0,0,0
"AC007535.1",0,0,0,0
"AC007551.1",0,0,0,0
"AC007551.2",0,0,0,0
"AC007551.3",26,13,30,21
"AC007556.3",0,0,0,0
"AC007557.1",0,0,0,0
"AC007557.2",0,0,0,0
"AC007557.3",0,0,0,0
"AC007557.4",0,1,0,0
"AC007559.1",0,1,2,0
"AC007560.1",106,107,127,155
"AC007560.2",0,0,0,0
"AC007562.1",0,0,0,0
"AC007563.1",0,0,0,0
"AC007563.3",0,0,2,1
"AC007563.4",0,0,0,0
"AC007563.5",0,0,2,0
"AC007566.10",4,12,16,27
"AC007567.1",0,0,0,0
"AC007568.1",0,0,0,0
"AC007611.1",0,0,0,0
"AC007618.3",1,0,0,0
"AC007620.3",435,376,325,272
"AC007631.1",0,0,0,0
"AC007652.1",0,0,0,0
"AC007677.2",0,0,0,0
"AC007679.1",0,0,0,0
"AC007679.3",0,0,0,0
"AC007679.4",0,0,0,0
"AC007680.2",0,0,0,0
"AC007682.1",0,0,0,0
"AC007682.2",0,0,0,0
"AC007682.3",0,0,0,0
"AC007690.1",0,0,0,0
"AC007731.1",0,0,0,0
"AC007740.1",0,0,0,0
"AC007742.3",0,0,0,0
"AC007742.7",0,0,0,0
"AC007743.1",5,3,17,25
"AC007750.5",10,13,18,24
"AC007773.1",0,0,0,0
"AC007773.2",4,16,7,5
"AC007773.3",0,0,0,0
"AC007787.2",1,0,2,1
"AC007790.4",0,0,0,0
"AC007795.1",0,0,0,0
"AC007796.1",3,3,16,9
"AC007842.1",0,0,0,0
"AC007875.2",0,0,0,0
"AC007875.3",0,0,0,1
"AC007879.1",0,0,3,0
"AC007879.2",2,2,3,2
"AC007879.3",0,0,1,1
"AC007879.4",0,0,0,0
"AC007879.5",0,0,1,2
"AC007879.6",0,0,0,0
"AC007879.7",13,11,1,6
"AC007880.1",0,0,0,0
"AC007881.1",0,0,0,1
"AC007881.2",0,0,0,0
"AC007881.4",0,0,0,0
"AC007899.3",1,1,0,1
"AC007919.1",0,0,0,0
"AC007919.18",9,13,12,21
"AC007919.19",0,0,0,0
"AC007919.2",0,0,0,3
"AC007948.1",0,0,0,0
"AC007950.1",0,0,0,0
"AC007952.1",0,0,0,0
"AC007952.4",0,0,0,0
"AC007952.5",0,0,0,0
"AC007952.6",0,0,0,0
"AC007956.1",0,0,0,0
"AC007965.1",0,0,0,0
"AC007966.1",1,0,1,0
"AC007967.2",0,0,0,0
"AC007967.3",0,0,0,0
"AC007967.4",0,0,0,0
"AC007969.4",3,4,3,2
"AC007969.5",3229,1858,3792,3952
"AC007970.1",3,3,1,11
"AC008045.1",0,0,0,0
"AC008060.5",0,0,0,0
"AC008060.7",0,0,0,0
"AC008060.8",0,0,0,0
"AC008063.2",5,1,1,6
"AC008063.3",0,0,0,1
"AC008064.1",0,0,0,0
"AC008065.1",0,0,0,0
"AC008067.2",0,0,0,0
"AC008069.1",0,0,0,0
"AC008069.2",0,0,0,0
"AC008072.1",0,0,0,0
"AC008073.7",0,1,0,2
"AC008073.9",0,0,0,1
"AC008074.3",0,0,0,0
"AC008074.4",0,0,0,0
"AC008074.5",0,0,0,0
"AC008079.9",0,0,0,0
"AC008085.1",0,0,0,0
"AC008088.4",0,0,0,0
"AC008122.1",0,0,0,0
"AC008132.1",0,0,0,0
"AC008132.12",6,10,4,4
"AC008132.13",0,0,0,0
"AC008132.14",0,0,0,0
"AC008147.1",0,0,0,0
"AC008147.2",0,0,0,0
"AC008154.4",0,1,0,0
"AC008154.5",0,0,0,0
"AC008155.1",0,0,0,0
"AC008155.2",0,0,0,0
"AC008163.4",0,0,0,0
"AC008163.6",0,0,0,0
"AC008166.1",0,0,0,0
"AC008171.1",0,0,0,0
"AC008173.1",0,0,0,0
"AC008174.3",0,0,0,1
"AC008175.1",0,0,0,0
"AC008264.4",0,0,0,0
"AC008265.2",0,0,4,0
"AC008267.1",0,0,0,0
"AC008268.1",0,0,0,0
"AC008268.2",2,0,0,3
"AC008269.2",0,1,1,2
"AC008271.1",0,0,0,0
"AC008277.1",0,0,0,0
"AC008278.2",0,0,0,1
"AC008278.3",0,0,0,0
"AC008280.1",1,0,0,0
"AC008280.3",0,0,0,0
"AC008281.1",0,0,0,0
"AC008372.1",0,0,1,2
"AC008387.1",0,0,0,0
"AC008391.1",0,0,3,0
"AC008394.1",1,0,0,0
"AC008397.1",0,0,0,0
"AC008410.1",0,0,0,0
"AC008427.2",367,334,480,712
"AC008440.10",0,0,2,1
"AC008440.5",0,0,0,0
"AC008443.1",0,0,0,0
"AC008463.1",0,0,0,0
"AC008498.1",0,0,0,0
"AC008536.1",0,0,0,0
"AC008555.1",0,0,0,0
"AC008555.2",0,0,0,0
"AC008565.1",0,0,0,0
"AC008581.1",0,0,0,0
"AC008592.3",24,10,26,13
"AC008592.4",0,0,0,0
"AC008592.5",0,1,0,2
"AC008592.7",0,0,0,0
"AC008592.8",0,0,1,0
"AC008625.1",0,0,0,0
"AC008671.1",0,1,0,0
"AC008674.1",0,0,0,0
"AC008686.1",1,0,1,0
"AC008691.1",0,0,0,0
"AC008694.2",0,0,0,0
"AC008694.3",0,0,0,0
"AC008697.1",0,0,0,0
"AC008703.1",0,0,0,0
"AC008703.2",0,0,0,0
"AC008706.1",0,0,0,0
"AC008731.1",0,0,0,0
"AC008738.1",0,0,0,0
"AC008738.2",0,0,1,0
"AC008746.10",0,0,0,0
"AC008746.12",1,7,13,1
"AC008746.3",0,0,0,0
"AC008746.5",3,8,11,11
"AC008746.9",0,0,0,0
"AC008747.1",0,0,0,0
"AC008752.1",0,0,1,0
"AC008752.2",0,1,1,4
"AC008752.3",0,0,0,1
"AC008753.3",0,0,0,0
"AC008753.4",0,0,0,0
"AC008753.6",0,1,4,1
"AC008780.1",0,0,0,0
"AC008781.7",1,0,3,7
"AC008834.1",0,0,0,0
"AC008834.2",0,0,0,0
"AC008836.1",0,0,0,0
"AC008850.3",0,0,0,0
"AC008865.1",0,0,0,0
"AC008869.1",0,0,0,0
"AC008914.1",0,0,0,0
"AC008937.2",0,0,0,1
"AC008937.3",0,1,0,1
"AC008938.1",0,0,0,0
"AC008940.1",0,0,0,0
"AC008948.1",0,0,0,0
"AC008949.1",0,0,0,0
"AC008964.1",0,0,0,0
"AC008967.1",0,0,0,0
"AC008982.2",9,2,5,9
"AC008984.2",0,0,0,0
"AC008984.5",0,0,0,0
"AC008984.6",0,0,0,0
"AC008984.7",0,0,0,0
"AC008991.1",2,2,16,17
"AC008992.1",0,0,1,1
"AC009005.2",4,0,3,0
"AC009009.1",0,0,0,0
"AC009014.3",0,0,0,1
"AC009035.1",0,0,0,0
"AC009041.1",0,0,0,0
"AC009041.2",0,0,0,0
"AC009052.12",0,0,0,0
"AC009060.1",1,0,1,0
"AC009061.1",13,0,5,15
"AC009065.1",0,0,0,0
"AC009065.2",0,0,0,0
"AC009065.3",0,0,0,0
"AC009080.1",0,0,0,0
"AC009081.1",0,0,0,0
"AC009093.1",2,1,1,14
"AC009095.4",0,0,4,0
"AC009107.1",0,0,0,0
"AC009110.1",0,0,0,0
"AC009120.10",0,0,0,0
"AC009120.3",7,13,20,29
"AC009120.4",0,1,0,0
"AC009120.5",10,6,15,30
"AC009120.6",20,25,44,36
"AC009120.8",0,0,0,0
"AC009121.1",0,0,0,0
"AC009132.1",0,0,0,0
"AC009133.12",62,42,71,107
"AC009133.14",18,14,28,15
"AC009133.15",0,0,0,0
"AC009133.17",0,0,0,0
"AC009133.20",0,0,0,0
"AC009133.21",0,2,0,0
"AC009134.1",0,0,0,0
"AC009142.1",0,0,0,0
"AC009158.1",0,0,0,0
"AC009159.1",0,0,0,0
"AC009161.1",0,0,0,0
"AC009166.5",0,0,1,0
"AC009196.1",0,0,0,0
"AC009227.2",0,0,0,0
"AC009227.3",0,0,0,0
"AC009228.1",0,2,0,1
"AC009229.5",0,1,0,0
"AC009229.6",0,1,1,1
"AC009234.1",0,0,0,0
"AC009234.2",0,0,0,0
"AC009236.2",0,0,0,0
"AC009237.10",0,0,2,0
"AC009237.11",2,10,17,37
"AC009237.13",0,0,0,0
"AC009237.14",0,0,0,0
"AC009237.16",0,0,0,0
"AC009237.17",0,0,0,0
"AC009237.2",0,0,0,0
"AC009237.4",0,0,0,0
"AC009237.5",0,0,0,0
"AC009237.6",0,0,0,0
"AC009237.8",29,31,74,116
"AC009238.6",0,0,0,0
"AC009238.7",0,0,0,0
"AC009238.8",0,0,0,0
"AC009245.3",58,30,73,140
"AC009262.2",0,0,0,0
"AC009263.2",0,0,0,0
"AC009274.6",11,4,9,7
"AC009276.4",0,0,0,0
"AC009297.1",0,0,0,0
"AC009299.1",0,0,0,0
"AC009299.2",3,4,1,3
"AC009299.3",0,0,0,0
"AC009299.4",0,0,0,0
"AC009299.5",1522,1111,1638,1840
"AC009302.2",95,116,91,139
"AC009302.4",0,0,0,0
"AC009303.1",1,0,0,0
"AC009303.3",0,0,1,2
"AC009305.1",0,0,0,0
"AC009305.2",0,0,0,0
"AC009310.1",0,0,0,0
"AC009312.1",6,5,14,21
"AC009313.1",0,0,0,0
"AC009313.2",0,0,0,0
"AC009336.1",0,0,0,0
"AC009336.24",0,0,0,0
"AC009362.2",145,62,107,62
"AC009365.3",0,0,0,0
"AC009365.4",0,0,0,0
"AC009403.2",53,38,31,60
"AC009404.2",32,17,70,100
"AC009410.1",0,0,0,1
"AC009411.1",0,0,1,1
"AC009411.2",0,0,0,0
"AC009413.2",2,2,2,3
"AC009414.1",1,0,0,0
"AC009469.1",0,0,0,0
"AC009473.1",0,1,2,1
"AC009474.1",0,1,0,2
"AC009474.2",0,0,0,0
"AC009477.7",0,0,0,0
"AC009478.1",0,0,0,0
"AC009478.2",0,0,0,0
"AC009480.1",0,0,0,0
"AC009480.3",0,0,0,0
"AC009480.4",0,0,0,0
"AC009487.4",0,0,0,0
"AC009487.5",0,0,0,0
"AC009492.1",0,0,0,1
"AC009494.3",0,0,0,0
"AC009495.1",0,0,0,0
"AC009495.2",0,1,0,1
"AC009495.3",0,2,1,0
"AC009495.4",0,0,1,2
"AC009498.1",0,0,0,0
"AC009499.1",0,0,0,0
"AC009499.2",0,0,0,0
"AC009500.2",0,0,0,0
"AC009501.4",84,89,67,136
"AC009502.1",0,0,0,0
"AC009502.4",0,0,0,0
"AC009505.2",0,0,0,0
"AC009505.4",0,0,0,0
"AC009506.1",21,11,27,35
"AC009506.2",0,0,0,0
"AC009508.1",0,0,0,0
"AC009517.2",0,0,0,1
"AC009518.2",0,0,0,0
"AC009518.3",0,0,0,0
"AC009518.4",0,0,0,0
"AC009518.8",0,0,0,0
"AC009531.2",0,0,0,0
"AC009541.1",0,0,0,0
"AC009542.2",2,0,0,1
"AC009677.1",0,0,0,0
"AC009695.1",0,0,0,0
"AC009779.1",0,0,0,0
"AC009784.1",0,0,0,0
"AC009784.3",0,0,0,0
"AC009784.4",1,0,0,0
"AC009800.1",0,0,0,0
"AC009802.1",0,0,0,0
"AC009831.1",0,0,0,0
"AC009835.1",0,0,0,0
"AC009878.2",0,0,0,0
"AC009892.1",0,0,0,0
"AC009892.10",0,0,0,0
"AC009892.2",0,0,0,0
"AC009892.5",0,0,0,0
"AC009892.9",0,0,0,0
"AC009941.1",0,0,0,0
"AC009945.4",39,29,37,33
"AC009947.2",0,0,0,0
"AC009947.3",0,0,0,0
"AC009947.5",0,0,0,0
"AC009948.5",201,124,200,225
"AC009948.7",367,284,323,352
"AC009950.2",15,32,19,32
"AC009951.1",0,0,0,0
"AC009951.2",0,0,0,0
"AC009955.8",0,0,0,0
"AC009960.1",0,0,0,0
"AC009960.2",0,0,0,1
"AC009960.3",0,0,0,0
"AC009960.4",0,0,0,0
"AC009960.5",0,0,0,0
"AC009960.6",0,0,0,0
"AC009960.7",0,0,0,0
"AC009961.2",0,0,0,0
"AC009961.3",9,0,5,3
"AC009961.5",0,0,0,0
"AC009963.3",0,0,0,0
"AC009963.4",0,0,0,0
"AC009963.5",0,0,0,0
"AC009963.6",0,0,0,0
"AC009965.1",0,0,0,0
"AC009965.2",0,0,0,0
"AC009967.3",0,0,0,0
"AC009969.1",1,1,1,2
"AC009970.1",0,0,0,0
"AC009974.11",0,0,0,0
"AC009977.1",0,0,0,0
"AC009987.1",0,0,0,0
"AC009994.1",0,0,0,0
"AC009994.2",2,5,5,4
"AC009997.1",0,0,0,0
"AC010082.2",0,0,0,0
"AC010084.1",0,0,0,0
"AC010086.1",0,0,0,0
"AC010086.5",0,0,0,0
"AC010090.1",1,2,1,0
"AC010091.1",0,0,0,0
"AC010091.4",0,0,0,1
"AC010092.1",0,0,0,0
"AC010095.5",0,1,2,4
"AC010095.6",2,10,4,5
"AC010095.7",0,0,0,0
"AC010096.1",0,0,0,0
"AC010096.2",0,0,0,0
"AC010105.1",0,0,0,0
"AC010127.3",2,0,1,4
"AC010132.10",0,0,0,0
"AC010132.11",0,0,0,0
"AC010136.2",0,0,0,1
"AC010139.1",0,0,0,0
"AC010141.1",0,0,0,0
"AC010141.4",0,0,0,0
"AC010141.6",0,0,0,0
"AC010141.8",0,0,0,0
"AC010145.4",0,0,0,0
"AC010146.1",12,7,23,19
"AC010146.2",0,0,0,0
"AC010148.1",0,0,1,0
"AC010149.4",2,3,1,13
"AC010150.1",12,7,3,5
"AC010150.2",0,0,0,0
"AC010153.3",0,0,0,0
"AC010154.2",0,0,0,0
"AC010170.1",0,0,0,0
"AC010196.1",0,0,0,0
"AC010203.1",0,0,0,0
"AC010207.1",0,0,0,0
"AC010209.1",0,0,0,0
"AC010226.4",3,2,8,10
"AC010235.1",0,0,0,0
"AC010240.2",0,1,0,0
"AC010240.3",129,94,109,176
"AC010243.1",1,1,0,0
"AC010247.1",0,0,0,0
"AC010295.1",0,0,0,0
"AC010296.1",0,0,0,0
"AC010297.1",0,0,0,0
"AC010311.1",0,0,0,0
"AC010319.1",0,0,0,0
"AC010323.1",0,0,0,0
"AC010327.1",0,0,0,0
"AC010327.2",0,0,0,0
"AC010329.1",0,0,0,0
"AC010335.1",0,0,0,0
"AC010336.1",0,1,0,1
"AC010368.1",0,0,0,0
"AC010368.2",0,0,0,0
"AC010376.1",0,0,0,0
"AC010422.1",0,0,0,0
"AC010423.1",1,0,0,0
"AC010441.1",0,0,0,0
"AC010455.1",0,0,0,0
"AC010458.1",0,0,1,0
"AC010468.1",39,12,11,28
"AC010468.2",0,0,0,0
"AC010468.3",0,0,0,0
"AC010492.2",108,68,131,127
"AC010492.4",0,0,0,0
"AC010492.5",1,0,0,0
"AC010504.2",9,4,11,17
"AC010518.3",0,0,0,0
"AC010522.1",2,1,10,6
"AC010524.2",2,2,1,2
"AC010524.4",0,0,5,2
"AC010525.1",0,0,0,0
"AC010525.2",0,0,0,0
"AC010525.4",0,0,0,0
"AC010525.5",0,0,0,1
"AC010525.6",2,1,1,1
"AC010525.7",3,0,0,0
"AC010528.1",0,0,0,0
"AC010536.1",1,0,1,6
"AC010543.1",0,0,0,0
"AC010546.1",0,0,0,0
"AC010547.9",0,0,0,0
"AC010595.1",0,0,0,0
"AC010609.1",0,0,0,0
"AC010614.1",0,0,0,0
"AC010620.1",0,0,0,0
"AC010641.1",0,0,0,0
"AC010642.1",6,0,8,10
"AC010642.2",2,1,3,2
"AC010646.3",0,0,0,0
"AC010649.1",0,0,0,0
"AC010677.5",0,0,0,0
"AC010723.1",0,0,0,0
"AC010723.2",0,0,0,0
"AC010724.1",0,0,0,0
"AC010729.1",0,0,0,0
"AC010729.2",0,0,0,0
"AC010729.3",0,0,0,0
"AC010731.2",0,1,1,4
"AC010731.3",0,0,0,0
"AC010731.4",0,0,0,0
"AC010731.6",1,0,0,0
"AC010733.4",0,1,0,0
"AC010733.5",4,7,1,7
"AC010733.7",0,0,0,0
"AC010739.1",0,0,0,0
"AC010740.1",0,0,0,0
"AC010744.1",0,0,0,0
"AC010745.1",0,0,0,0
"AC010745.2",0,0,0,0
"AC010745.3",0,0,0,0
"AC010745.4",0,0,0,0
"AC010746.3",0,0,0,0
"AC010747.2",0,0,0,0
"AC010754.1",0,0,0,0
"AC010760.1",0,0,0,0
"AC010761.10",0,0,0,0
"AC010761.13",3,6,13,18
"AC010761.14",0,1,1,0
"AC010761.6",0,0,0,0
"AC010761.8",6,6,9,16
"AC010761.9",1,6,6,7
"AC010874.1",0,0,0,0
"AC010877.1",0,0,1,0
"AC010878.3",450,357,328,560
"AC010880.1",0,0,0,0
"AC010883.5",0,5,0,3
"AC010884.1",0,0,0,0
"AC010884.2",0,0,0,0
"AC010886.2",1,0,0,0
"AC010887.1",0,0,0,0
"AC010890.1",0,0,0,1
"AC010891.2",0,0,0,0
"AC010894.3",1,2,4,9
"AC010894.4",12,19,18,32
"AC010894.5",0,1,0,0
"AC010900.2",1,0,0,1
"AC010904.1",366,203,396,415
"AC010907.2",0,0,0,0
"AC010907.5",0,0,0,0
"AC010928.1",0,0,0,0
"AC010930.1",0,0,0,0
"AC010967.1",0,0,0,0
"AC010967.2",0,0,0,1
"AC010967.3",0,0,0,0
"AC010969.1",0,0,0,0
"AC010970.1",0,0,0,0
"AC010970.2",0,0,5,1
"AC010971.1",0,0,0,0
"AC010974.3",0,0,0,0
"AC010975.1",0,0,0,0
"AC010975.2",0,0,0,0
"AC010976.2",10,5,3,8
"AC010980.2",11,2,0,9
"AC010982.1",0,0,0,0
"AC010982.2",0,0,0,0
"AC010983.1",0,0,0,0
"AC010987.5",0,1,0,0
"AC010987.6",0,0,1,0
"AC010999.1",0,0,0,0
"AC011043.1",0,0,0,0
"AC011073.1",0,0,0,0
"AC011193.1",0,0,0,0
"AC011196.3",0,0,0,0
"AC011225.1",6,6,6,3
"AC011233.2",0,0,0,0
"AC011239.1",0,0,1,3
"AC011242.5",53,84,57,84
"AC011242.6",12,19,11,7
"AC011243.1",0,0,0,0
"AC011247.3",0,0,0,0
"AC011284.3",0,0,0,1
"AC011286.1",0,0,0,0
"AC011288.2",0,0,0,0
"AC011290.4",0,0,0,1
"AC011290.5",54,57,77,104
"AC011293.1",0,0,0,0
"AC011294.3",0,0,0,1
"AC011298.1",0,0,0,0
"AC011298.2",0,0,0,0
"AC011306.1",0,0,0,0
"AC011306.2",0,0,0,0
"AC011308.1",0,0,0,0
"AC011313.1",0,0,0,0
"AC011322.1",0,0,1,3
"AC011330.5",1,0,0,1
"AC011343.1",0,1,0,2
"AC011357.1",0,0,0,0
"AC011363.1",0,0,0,0
"AC011366.3",0,0,0,0
"AC011379.1",0,0,0,0
"AC011385.1",6,1,2,2
"AC011385.2",0,0,0,2
"AC011406.2",0,0,0,0
"AC011407.1",0,0,0,0
"AC011410.1",0,0,0,0
"AC011416.1",0,0,0,0
"AC011431.1",0,0,0,0
"AC011431.2",0,0,0,0
"AC011450.1",0,0,0,0
"AC011453.1",0,0,0,0
"AC011456.1",0,0,0,0
"AC011465.1",0,0,0,0
"AC011467.1",0,0,0,0
"AC011475.1",1,2,0,4
"AC011477.1",0,0,0,0
"AC011478.1",0,0,0,0
"AC011484.1",0,0,0,0
"AC011495.1",0,0,0,0
"AC011498.1",0,0,0,0
"AC011499.1",0,0,0,0
"AC011500.1",0,0,0,7
"AC011513.4",0,0,0,0
"AC011515.2",0,0,0,0
"AC011516.1",0,0,0,0
"AC011516.2",0,0,0,0
"AC011518.1",0,0,0,0
"AC011518.2",0,0,0,0
"AC011523.2",0,0,0,0
"AC011524.1",0,9,4,47
"AC011524.2",0,0,1,0
"AC011524.3",0,0,1,4
"AC011525.2",0,0,0,0
"AC011525.4",0,0,0,0
"AC011526.1",0,0,0,0
"AC011530.4",0,0,0,0
"AC011551.3",0,1,0,1
"AC011558.5",0,0,0,0
"AC011591.1",0,0,0,0
"AC011625.1",0,1,0,0
"AC011626.1",0,0,0,0
"AC011648.1",0,0,0,0
"AC011652.1",0,0,0,0
"AC011652.2",0,0,0,0
"AC011718.1",0,0,0,0
"AC011718.2",0,0,0,0
"AC011718.3",0,0,0,0
"AC011737.2",0,0,0,0
"AC011738.1",0,0,0,0
"AC011738.4",0,0,0,3
"AC011742.3",14,18,4,19
"AC011742.5",0,0,0,0
"AC011747.3",0,2,0,0
"AC011747.4",0,2,0,2
"AC011747.6",0,0,0,1
"AC011747.7",26,26,50,43
"AC011748.1",0,0,0,0
"AC011752.1",0,0,0,0
"AC011753.5",1,0,0,0
"AC011753.6",0,0,0,0
"AC011754.1",0,0,0,0
"AC011755.1",0,0,0,0
"AC011816.1",0,0,0,0
"AC011841.1",0,0,0,0
